Order_ID,Order_Date,Customer_ID,Region,City,Product_ID,Product_Category,Payment_Method,Discount,Product_Price,Quantity,Total_Before_Discount,Discount_Amount,Total_Sales
1276,23-02-2023 03:00,1935,West,Mumbai,337,Home,Card,,3244.59,3,9733.77,1362.7278,8139.46
1277,23-02-2023 04:00,1368,East,Chennai,368,Sports,UPI,0.26,3818.71,4,15274.84,3971.4584,11296.01
1278,23-02-2023 05:00,1747,South,Mumbai,420,Electronics,Card,0.04,4118.2,6,24709.2,988.368,23971.67
1279,23-02-2023 06:00,1594,North,Delhi,499,Home,NetBanking,0.15,4622.61,4,18490.44,2773.566,15470.08
1280,23-02-2023 07:00,1553,East,Delhi,185,Home,NetBanking,0.19,2211.59,4,8846.36,1680.8084,7212.66
1281,23-02-2023 08:00,1424,South,Delhi,419,Home,NetBanking,0.16,4925.02,2,9850.04,1576.0064,7730.98
1282,23-02-2023 09:00,1612,North,Chennai,131,Clothing,Card,0.27,1156.74,7,8097.18,2186.2386,5668.43
1283,23-02-2023 10:00,1517,North,Pune,435,Home,Card,0.3,3600.39,6,21602.34,6480.702,14864.04
1284,23-02-2023 11:00,1691,East,Bangalore,150,Clothing,Card,0.03,2716.65,2,5433.3,162.999,5774.41
1285,23-02-2023 12:00,1281,North,Mumbai,178,Home,UPI,0.04,4102.81,5,20514.05,820.562,19292.26
1286,23-02-2023 13:00,1319,East,Bangalore,285,Home,NetBanking,0.04,2436.18,,14617.08,584.6832,14151.96
1287,23-02-2023 14:00,1737,North,Pune,273,Home,Cash,0.2,3941.3,5,19706.5,3941.3,16243.54
1288,23-02-2023 15:00,1442,West,Pune,205,Clothing,Cash,0.11,4657.83,4,18631.32,2049.4452,16883.5
1289,23-02-2023 16:00,1951,South,Chennai,162,Home,Card,0.22,3688.24,9,33194.16,7302.7152,26347.88
1290,23-02-2023 17:00,1314,West,Delhi,175,Electronics,UPI,0.12,3902.86,3,11708.58,1405.0296,10804.54
1291,23-02-2023 18:00,1876,East,Delhi,415,Home,Card,0.19,429.16,2,858.32,163.0808,712.09
1292,23-02-2023 19:00,1965,West,Pune,420,Clothing,Cash,0.23,1104.29,9,9938.61,2285.8803,7795.26
1293,23-02-2023 20:00,1740,East,Chennai,472,Clothing,NetBanking,0.16,4874.09,8,38992.72,6238.8352,32812.36
1294,23-02-2023 21:00,1376,North,Chennai,180,Electronics,Cash,0.16,3496.62,9,31469.58,5035.1328,26578.68
1295,23-02-2023 22:00,1288,North,Mumbai,460,Sports,NetBanking,0.03,2851.1,3,8553.3,256.599,8423.24
1296,23-02-2023 23:00,1436,East,Delhi,227,Electronics,NetBanking,0.12,1898.18,1,1898.18,227.7816,2185.62
1297,24-02-2023 00:00,1661,West,Pune,282,Electronics,UPI,0.16,317.51,1,317.51,50.8016,354.24
1298,24-02-2023 01:00,1276,North,Bangalore,342,Clothing,Cash,0.14,1908.77,3,5726.31,801.6834,4638.5
1299,24-02-2023 02:00,1709,South,Delhi,284,Home,Card,0.27,2544.67,4,10178.68,2748.2436,7609.19
1300,24-02-2023 03:00,1581,North,Mumbai,319,Home,UPI,0.27,1136.15,2,2272.3,613.521,1878.02
1301,24-02-2023 04:00,1502,South,Chennai,170,Sports,NetBanking,0.25,948.37,8,7586.96,1896.74,5443.63
1302,24-02-2023 05:00,1623,West,Pune,441,Sports,Cash,0.11,2591.24,3,7773.72,855.1092,6659.75
1303,24-02-2023 06:00,1515,South,Delhi,253,Sports,Card,0.22,2970.93,4,11883.72,2614.4184,9554.55
1304,24-02-2023 07:00,1349,South,Bangalore,344,Sports,UPI,0.12,1275.6,6,7653.6,918.432,6575.26
1305,24-02-2023 08:00,1842,South,Mumbai,239,Electronics,Card,0.07,2978.21,6,17869.26,1250.8482,16494.34
1306,24-02-2023 09:00,1445,South,Mumbai,170,Electronics,Cash,0.1,4511.67,2,9023.34,902.334,7982.56
1307,24-02-2023 10:00,1829,North,Delhi,145,Home,Card,0.02,2418.55,6,14511.3,290.226,14294.61
1308,24-02-2023 11:00,1349,South,Bangalore,146,Electronics,UPI,0.1,4301.21,4,17204.84,1720.484,15815.33
1309,24-02-2023 12:00,1606,North,Mumbai,178,Home,Card,0.14,4643.63,5,23218.15,3250.541,20168.2
1310,24-02-2023 13:00,1663,South,Pune,248,Home,Cash,0.29,552.73,7,3869.11,1122.0419,2608.39
1311,24-02-2023 14:00,1822,East,Mumbai,497,Home,UPI,0.09,,7,3986.36,358.7724,4029.01
1312,24-02-2023 15:00,1136,West,Bangalore,229,Home,NetBanking,0.27,2432.62,6,14595.72,3940.8444,10915.7
1313,24-02-2023 16:00,1758,South,Chennai,226,Clothing,UPI,0.07,2981.7,6,17890.2,1252.314,16935.63
1314,24-02-2023 17:00,1898,East,Chennai,464,Home,Cash,0.06,2186.83,6,13120.98,787.2588,12621.7
1315,24-02-2023 18:00,1242,South,Delhi,218,Electronics,Card,0.16,1699.61,4,6798.44,1087.7504,5556.31
1316,24-02-2023 19:00,1542,South,Bangalore,456,Electronics,NetBanking,0.2,3240.87,3,9722.61,1944.522,7502.13
1317,24-02-2023 20:00,1039,South,Mumbai,361,Electronics,NetBanking,0.01,110.2,1,110.2,1.102,7.57
1318,24-02-2023 21:00,1228,East,Mumbai,343,Electronics,Card,0.07,4843.56,3,14530.68,1017.1476,13810.71
1319,24-02-2023 22:00,1547,West,Chennai,481,Clothing,Cash,0.14,1237.19,3,3711.57,519.6198,2837.99
1320,24-02-2023 23:00,1919,East,Chennai,202,Sports,UPI,0.1,4593.78,9,41344.02,4134.402,36815.09
1321,25-02-2023 00:00,1222,West,Pune,136,Sports,Cash,0.21,634.17,3,1902.51,399.5271,958.85
1322,25-02-2023 01:00,1005,South,Chennai,241,Home,NetBanking,0.15,1266.63,8,10133.04,1519.956,8236.26
1323,25-02-2023 02:00,1321,North,Pune,136,Home,UPI,0.05,1250.88,8,10007.04,500.352,9269.96
1324,25-02-2023 03:00,1467,South,Mumbai,107,Electronics,UPI,0.27,4981.15,3,14943.45,4034.7315,10946.07
1325,25-02-2023 04:00,1731,West,Pune,330,Electronics,Card,0.09,122.54,6,735.24,66.1716,323.63
1326,25-02-2023 05:00,1074,East,Pune,432,Sports,Cash,0.22,3234.23,8,25873.84,5692.2448,20380.18
1327,25-02-2023 06:00,1003,South,Delhi,496,Sports,UPI,0.23,4361.46,8,34891.68,8025.0864,26880.11
1328,25-02-2023 07:00,1846,East,Chennai,395,Electronics,Card,,3394.14,9,30547.26,8858.7054,21075.69
1329,25-02-2023 08:00,1645,East,Pune,206,Home,Cash,0.15,1877.4,9,16896.6,2534.49,14356.55
1330,25-02-2023 09:00,1117,East,Mumbai,447,Clothing,NetBanking,0.18,4795.72,8,38365.76,6905.8368,31502.38
1331,25-02-2023 10:00,1880,South,Bangalore,117,Clothing,NetBanking,0.1,4478.25,7,31347.75,3134.775,28787.93
1332,25-02-2023 11:00,1605,East,Pune,412,Sports,Cash,0.2,2226.38,,6679.14,1335.828,5415.92
1333,25-02-2023 12:00,1503,East,Chennai,182,Sports,UPI,0.14,2909.31,,20365.17,2851.1238,16983.27
1334,25-02-2023 13:00,1997,South,Delhi,387,Sports,UPI,0.13,4840.84,4,19363.36,2517.2368,16915
1335,25-02-2023 14:00,1946,East,Mumbai,293,Clothing,NetBanking,0.26,4914.55,2,9829.1,2555.566,7325.86
1336,25-02-2023 15:00,1573,South,Delhi,314,Clothing,NetBanking,0.02,,8,18433.04,368.6608,18245.85
1337,25-02-2023 16:00,1440,West,Bangalore,380,Electronics,UPI,0.26,4252.02,2,8504.04,2211.0504,7084.07
1338,25-02-2023 17:00,1193,West,Pune,319,Home,Cash,0.26,1579.7,1,1579.7,410.722,1008.01
1339,25-02-2023 18:00,1846,West,Pune,388,Sports,NetBanking,0.15,1921.88,5,9609.4,1441.41,7972.2
1340,25-02-2023 19:00,1714,East,Chennai,443,Electronics,UPI,0.15,907.63,9,8168.67,1225.3005,7084.09
1341,25-02-2023 20:00,1391,North,Pune,293,Clothing,Cash,0.11,1125,5,5625,618.75,5553.92
1342,25-02-2023 21:00,1025,North,Mumbai,257,Electronics,Card,0.3,3318.68,2,6637.36,1991.208,4847.47
1343,25-02-2023 22:00,1434,East,Bangalore,203,Clothing,Cash,0.03,2602.83,4,10411.32,312.3396,9996.19
1344,25-02-2023 23:00,1172,North,Delhi,133,Home,UPI,0.18,1232.55,8,9860.4,1774.872,8380.99
1345,26-02-2023 00:00,1299,South,Bangalore,201,Clothing,Cash,0.2,2074.26,7,14519.82,2903.964,12154.01
1346,26-02-2023 01:00,1644,North,Pune,226,Electronics,UPI,0.28,,5,9643,2700.04,6712.32
1347,26-02-2023 02:00,1325,East,Delhi,313,Home,NetBanking,0.23,4938.07,4,19752.28,4543.0244,14909.05
1348,26-02-2023 03:00,1409,East,Chennai,424,Clothing,Card,0.19,4282.47,5,21412.35,4068.3465,17360.76
1349,26-02-2023 04:00,1117,South,Bangalore,395,Sports,NetBanking,0.04,2001.04,7,14007.28,560.2912,13537.33
1350,26-02-2023 05:00,1835,West,Delhi,278,Clothing,NetBanking,0.11,4578.19,5,22890.95,2518.0045,20788.16
1351,26-02-2023 06:00,1786,East,Delhi,179,Home,UPI,0.04,1778.91,8,14231.28,569.2512,13521.4
1352,26-02-2023 07:00,1723,South,Delhi,240,Electronics,UPI,0.26,3372.72,7,23609.04,6138.3504,17591.25
1353,26-02-2023 08:00,1224,North,Mumbai,130,Home,UPI,,4836.58,7,33856.06,7448.3332,26874.8
1354,26-02-2023 09:00,1531,North,Bangalore,471,Electronics,UPI,0.23,2012.37,9,18111.33,4165.6059,14012.92
1355,26-02-2023 10:00,1112,South,Delhi,162,Clothing,NetBanking,0.2,3431.44,8,27451.52,5490.304,21842.65
1356,26-02-2023 11:00,1139,South,Bangalore,147,Clothing,UPI,0.15,1550.03,8,12400.24,1860.036,10711.26
1357,26-02-2023 12:00,1558,East,Delhi,186,Home,UPI,0.04,1404.93,6,8429.58,337.1832,7993.29
1358,26-02-2023 13:00,1000,North,Chennai,403,Sports,NetBanking,0.1,2913.37,7,20393.59,2039.359,18455.52
1359,26-02-2023 14:00,1089,South,Chennai,160,Clothing,Card,0.04,4898.4,8,39187.2,1567.488,37563.79
1360,26-02-2023 15:00,1653,North,Chennai,495,Sports,Card,0.22,2320.36,5,11601.8,2552.396,9006.1
1361,26-02-2023 16:00,1319,South,Pune,433,Sports,Cash,0.05,4694.42,2,9388.84,469.442,8798.54
1362,26-02-2023 17:00,1549,North,Delhi,373,Home,NetBanking,0.21,4580.38,7,32062.66,6733.1586,25157.39
1363,26-02-2023 18:00,1804,West,Pune,383,Clothing,UPI,0.21,1343.44,3,4030.32,846.3672,3482.15
1364,26-02-2023 19:00,1893,East,Bangalore,179,Sports,Cash,0.14,2068.92,8,16551.36,2317.1904,14291.16
1365,26-02-2023 20:00,1138,North,Pune,279,Clothing,Card,0.04,3252.18,,19513.08,780.5232,19114.7
1366,26-02-2023 21:00,1510,West,Bangalore,371,Electronics,Card,0.09,2638.42,4,10553.68,949.8312,8928.73
1367,26-02-2023 22:00,1867,North,Bangalore,176,Sports,NetBanking,0.1,570.2,2,1140.4,114.04,870.42
1368,26-02-2023 23:00,1844,North,Bangalore,320,Home,UPI,0.21,4969.12,7,34783.84,7304.6064,27257.03
1369,27-02-2023 00:00,1258,West,Pune,492,Home,UPI,0.03,3788,1,3788,113.64,3598.18
1370,27-02-2023 01:00,1672,North,Delhi,381,Sports,Cash,0.25,2244.7,7,15712.9,3928.225,11475.08
1371,27-02-2023 02:00,1901,North,Pune,127,Clothing,Card,0.23,,7,21903.21,5037.7383,16383.29
1372,27-02-2023 03:00,1689,East,Delhi,460,Electronics,Cash,0.06,529.11,3,1587.33,95.2398,1693.77
1373,27-02-2023 04:00,1009,West,Delhi,176,Electronics,Cash,0.22,2526.98,4,10107.92,2223.7424,7706.22
1374,27-02-2023 05:00,1260,West,Bangalore,263,Home,Cash,0.2,4661.08,4,18644.32,3728.864,15082.15
1375,27-02-2023 06:00,1918,South,Pune,108,Home,UPI,0.22,4493.34,4,17973.36,3954.1392,13665.73
1376,27-02-2023 07:00,1649,North,Delhi,274,Clothing,Card,0.06,1753.17,9,15778.53,946.7118,14341.02
1377,27-02-2023 08:00,1171,East,Chennai,406,Home,Cash,0.05,2703.7,6,16222.2,811.11,15483.46
1378,27-02-2023 09:00,1897,North,Delhi,175,Clothing,Card,0.07,3517.18,9,31654.62,2215.8234,29628.6
1379,27-02-2023 10:00,1012,North,Chennai,344,Sports,Card,0.11,1766.05,4,7064.2,777.062,6102.47
1380,27-02-2023 11:00,1167,South,Pune,221,Electronics,Cash,0.24,417.91,7,2925.37,702.0888,1918.16
1381,27-02-2023 12:00,1641,North,Pune,284,Sports,Cash,0.22,2576.66,9,23189.94,5101.7868,18462.93
1382,27-02-2023 13:00,1595,East,Pune,131,Home,NetBanking,0.28,3048.02,3,9144.06,2560.3368,6566.55
1383,27-02-2023 14:00,1320,East,Delhi,349,Electronics,UPI,0.02,128.62,3,385.86,7.7172,78.7
1384,27-02-2023 15:00,1318,South,Mumbai,156,Electronics,Card,0,568.32,6,3409.92,0,2960.79
1385,27-02-2023 16:00,1612,North,Delhi,409,Sports,Cash,0.21,1115.72,8,8925.76,1874.4096,6844.82
1386,27-02-2023 17:00,1328,East,Delhi,471,Clothing,Cash,0.08,1805.46,1,1805.46,144.4368,1542.73
1387,27-02-2023 18:00,1784,North,Bangalore,243,Electronics,Card,0.1,2751.15,4,11004.6,1100.46,10133
1388,27-02-2023 19:00,1776,North,Bangalore,417,Clothing,Cash,0.16,1539.83,8,12318.64,1970.9824,10342.65
1389,27-02-2023 20:00,1970,North,Delhi,183,Sports,NetBanking,0.03,1453.3,6,8719.8,261.594,8417.56
1390,27-02-2023 21:00,1910,South,Chennai,155,Sports,Card,0.19,4359.81,2,8719.62,1656.7278,6788.28
1391,27-02-2023 22:00,1919,North,Bangalore,378,Clothing,Cash,0.1,810.75,8,6486,648.6,6251.64
1392,27-02-2023 23:00,1549,East,Delhi,372,Sports,Card,0.19,2527.75,,2527.75,480.2725,2340.42
1393,28-02-2023 00:00,1418,North,Mumbai,265,Electronics,Cash,0.25,4768.84,1,4768.84,1192.21,3845.64
1394,28-02-2023 01:00,1605,East,Chennai,257,Sports,Cash,0.05,3162.56,7,22137.92,1106.896,21012.77
1395,28-02-2023 02:00,1094,North,Pune,348,Sports,UPI,0.28,3614.31,3,10842.93,3036.0204,7927.22
1396,28-02-2023 03:00,1816,East,Delhi,285,Electronics,Card,0.16,2213.06,8,17704.48,2832.7168,56397
1397,28-02-2023 04:00,1580,East,Delhi,177,Clothing,UPI,0.28,197.67,9,1779.03,498.1284,1341.64
1398,28-02-2023 05:00,1317,North,Chennai,121,Sports,Cash,0.06,3266.04,8,26128.32,1567.6992,25137.49
1399,28-02-2023 06:00,1955,North,Bangalore,207,Clothing,Card,0.18,,1,3196.43,575.3574,2446.97
1400,28-02-2023 07:00,1235,East,Bangalore,372,Electronics,Card,0.12,641.1,1,641.1,76.932,268.49
1401,28-02-2023 08:00,1945,West,Bangalore,351,Clothing,NetBanking,0.23,2364.58,6,14187.48,3263.1204,10881.65
1402,28-02-2023 09:00,1333,South,Pune,114,Clothing,NetBanking,0.18,4585.11,,4585.11,825.3198,3501.36
1403,28-02-2023 10:00,1884,West,Chennai,469,Home,Cash,0.15,1104.92,8,8839.36,1325.904,7236.22
1404,28-02-2023 11:00,1375,West,Chennai,403,Home,Cash,,2359.38,6,14156.28,3822.1956,10413.59
1405,28-02-2023 12:00,1458,North,Bangalore,259,Sports,Cash,0.11,2359.41,5,11797.05,1297.6755,10746.72
1406,28-02-2023 13:00,1136,South,Bangalore,304,Home,Cash,0.07,4072.73,6,24436.38,1710.5466,22808.05
1407,28-02-2023 14:00,1929,West,Mumbai,212,Home,NetBanking,0.18,,,16561.68,2981.1024,13236.69
1408,28-02-2023 15:00,1587,North,Mumbai,267,Home,Card,0.19,3820.42,1,3820.42,725.8798,2893.78
1409,28-02-2023 16:00,1994,West,Delhi,452,Clothing,UPI,0.13,1890.73,7,13235.11,1720.5643,11610.87
1410,28-02-2023 17:00,1546,West,Delhi,352,Clothing,Card,0.15,452.98,9,4076.82,611.523,3662.52
1411,28-02-2023 18:00,1512,North,Chennai,285,Home,Card,0.29,1812.47,4,7249.88,2102.4652,5085.01
1412,28-02-2023 19:00,1295,North,Chennai,446,Electronics,NetBanking,0.22,3430.98,4,13723.92,3019.2624,10436.66
1413,28-02-2023 20:00,1319,North,Pune,326,Home,Card,0.03,3543.46,9,31891.14,956.7342,31166.73
1414,28-02-2023 21:00,1917,South,Pune,115,Electronics,Card,0.06,4828.5,4,19314,1158.84,18698.9
1415,28-02-2023 22:00,1571,West,Mumbai,255,Clothing,Cash,0.29,2322.84,4,9291.36,2694.4944,6934.01
1416,28-02-2023 23:00,1831,North,Delhi,453,Electronics,UPI,0.22,3198.93,8,25591.44,5630.1168,20556.65
1417,01-03-2023 00:00,1348,East,Mumbai,210,Clothing,Card,0.27,2742.04,4,10968.16,2961.4032,7820.34
1418,01-03-2023 01:00,1839,West,Mumbai,100,Electronics,Card,0.09,838.03,9,7542.27,678.8043,7172.89
1419,01-03-2023 02:00,1778,East,Delhi,140,Clothing,UPI,0.22,2359.89,8,18879.12,4153.4064,15112.23
1420,01-03-2023 03:00,1872,South,Pune,147,Clothing,Cash,0.21,2769.69,5,13848.45,2908.1745,10794.14
1421,01-03-2023 04:00,1228,North,Delhi,207,Home,NetBanking,0.09,4758.67,9,42828.03,3854.5227,38725.82
1422,01-03-2023 05:00,1269,East,Bangalore,260,Sports,NetBanking,0.17,1896.04,8,15168.32,2578.6144,12301.37
1423,01-03-2023 06:00,1827,South,Bangalore,260,Sports,Card,0.19,4902.49,4,19609.96,3725.8924,15856.77
1424,01-03-2023 07:00,1797,North,Bangalore,458,Clothing,Cash,0.14,2757.27,4,11029.08,1544.0712,9033.3
1425,01-03-2023 08:00,1290,East,Chennai,227,Home,NetBanking,0.25,1288.1,1,1288.1,322.025,1472.91
1426,01-03-2023 09:00,1724,East,Pune,309,Sports,NetBanking,0.25,1039.16,4,4156.64,1039.16,2732.35
1427,01-03-2023 10:00,1164,South,Pune,250,Sports,NetBanking,0.26,794.31,8,6354.48,1652.1648,4828.86
1428,01-03-2023 11:00,1004,North,Chennai,354,Home,NetBanking,,2319.37,5,11596.85,2783.244,8134.68
1429,01-03-2023 12:00,1850,North,Mumbai,317,Home,NetBanking,0.15,207.44,6,1244.64,186.696,1671.52
1430,01-03-2023 13:00,1378,East,Bangalore,129,Sports,Card,0.11,2280.72,4,9122.88,1003.5168,8494.19
1431,01-03-2023 14:00,1077,East,Bangalore,144,Sports,NetBanking,0.25,4943.18,5,24715.9,6178.975,18058.79
1432,01-03-2023 15:00,1409,East,Mumbai,179,Electronics,Card,0.15,3383.52,8,27068.16,4060.224,23099.45
1433,01-03-2023 16:00,1573,North,Delhi,138,Electronics,UPI,0.07,3822.95,9,34406.55,2408.4585,31925.63
1434,01-03-2023 17:00,1131,South,Delhi,339,Clothing,UPI,0.15,683.13,3,2049.39,307.4085,1788.49
1435,01-03-2023 18:00,1600,South,Pune,144,Sports,Cash,0.04,2418.19,4,9672.76,386.9104,9476.44
1436,01-03-2023 19:00,1748,North,Chennai,177,Home,Card,0.21,1502.49,1,1502.49,315.5229,3787.16
1437,01-03-2023 20:00,1041,West,Pune,436,Home,Cash,0.1,4481.08,5,22405.4,2240.54,20148.78
1438,01-03-2023 21:00,1088,South,Delhi,495,Sports,UPI,0.08,988.33,4,3953.32,316.2656,3094.2
1439,01-03-2023 22:00,1401,East,Mumbai,448,Clothing,UPI,0.29,2347.79,6,14086.74,4085.1546,10026.54
1440,01-03-2023 23:00,1295,West,Pune,387,Home,UPI,0.23,2981.43,6,17888.58,4114.3734,13156.49
1441,02-03-2023 00:00,1839,West,Bangalore,379,Sports,UPI,0.24,2618.8,6,15712.8,3771.072,12333.47
1442,02-03-2023 01:00,1294,South,Bangalore,215,Sports,NetBanking,0.19,,3,12504.57,2375.8683,9689.25
1443,02-03-2023 02:00,1615,West,Mumbai,368,Clothing,UPI,0.25,1234.12,7,8638.84,2159.71,6567.43
1444,02-03-2023 03:00,1525,West,Delhi,434,Sports,NetBanking,0.23,1949.22,3,5847.66,1344.9618,4751.29
1445,02-03-2023 04:00,1799,South,Bangalore,411,Home,NetBanking,0.18,3981.21,6,23887.26,4299.7068,20146.8
1446,02-03-2023 05:00,1690,South,Bangalore,152,Electronics,Cash,0.29,2687.55,1,2687.55,779.3895,2440.16
1447,02-03-2023 06:00,1636,West,Chennai,167,Clothing,NetBanking,0.06,2070.38,8,16563.04,993.7824,15987.43
1448,02-03-2023 07:00,1421,East,Pune,281,Sports,Cash,0.28,244.27,7,1709.89,478.7692,1226.31
1449,02-03-2023 08:00,1864,North,Delhi,133,Clothing,NetBanking,0.12,,9,34124.31,4094.9172,30364.09
1450,02-03-2023 09:00,1022,West,Pune,383,Sports,NetBanking,0.16,4863.69,3,14591.07,2334.5712,12339.28
1451,02-03-2023 10:00,1574,West,Delhi,405,Electronics,UPI,0.04,3139.41,8,25115.28,1004.6112,24219.03
1452,02-03-2023 11:00,1142,East,Bangalore,485,Clothing,Card,0.16,4297.05,2,8594.1,1375.056,7032.98
1453,02-03-2023 12:00,1992,West,Chennai,348,Sports,NetBanking,0.18,2632.69,9,23694.21,4264.9578,19951.7
1454,02-03-2023 13:00,1664,West,Pune,210,Electronics,Card,0.3,1235.24,1,1235.24,370.572,623.81
1455,02-03-2023 14:00,1144,North,Bangalore,193,Home,Card,0.29,170.77,7,1195.39,346.6631,527.61
1456,02-03-2023 15:00,1224,North,Delhi,278,Sports,Card,0.29,3301.65,1,3301.65,957.4785,2466.47
1457,02-03-2023 16:00,1502,North,Pune,146,Electronics,NetBanking,0.1,2516.23,6,15097.38,1509.738,13050.02
1458,02-03-2023 17:00,1961,South,Pune,381,Electronics,Card,0.3,3932.28,1,3932.28,1179.684,2787.86
1459,02-03-2023 18:00,1973,South,Bangalore,439,Clothing,NetBanking,0.14,3503.94,4,14015.76,1962.2064,12543.94
1460,02-03-2023 19:00,1820,North,Pune,461,Sports,UPI,0.26,4940.97,7,34586.79,8992.5654,25718.75
1461,02-03-2023 20:00,1615,North,Chennai,191,Home,NetBanking,0.06,2600.53,2,5201.06,312.0636,4898.48
1462,02-03-2023 21:00,1103,South,Chennai,475,Sports,Cash,0.15,2193.16,3,6579.48,986.922,5340.56
1463,02-03-2023 22:00,1946,East,Bangalore,311,Electronics,UPI,0.29,1505.02,,6020.08,1745.8232,3823.57
1464,02-03-2023 23:00,1038,West,Delhi,174,Home,Card,0.28,2436.62,6,14619.72,4093.5216,10785.27
1465,03-03-2023 00:00,1946,West,Bangalore,477,Electronics,Card,0.21,4377.07,9,39393.63,8272.6623,31129.36
1466,03-03-2023 01:00,1197,North,Chennai,301,Clothing,Cash,0.24,307.95,4,1231.8,295.632,1123.53
1467,03-03-2023 02:00,1645,East,Mumbai,396,Sports,UPI,0.05,4891.71,6,29350.26,1467.513,27225.1
1468,03-03-2023 03:00,1578,South,Mumbai,407,Electronics,Cash,0.22,4967.21,7,34770.47,7649.5034,27340.56
1469,03-03-2023 04:00,1390,North,Pune,310,Electronics,Card,0.19,3029.32,4,12117.28,2302.2832,10410.73
1470,03-03-2023 05:00,1178,East,Pune,437,Sports,NetBanking,0.03,1724.57,6,10347.42,310.4226,10439.39
1471,03-03-2023 06:00,1967,East,Mumbai,233,Home,Card,0.03,1192.94,3,3578.82,107.3646,3560.45
1472,03-03-2023 07:00,1553,East,Chennai,429,Electronics,Cash,0.03,1454.8,5,7274,218.22,6742.44
1473,03-03-2023 08:00,1447,South,Pune,165,Sports,NetBanking,0.22,345.52,4,1382.08,304.0576,1114.56
1474,03-03-2023 09:00,1499,South,Bangalore,379,Clothing,NetBanking,0.04,2428.04,7,16996.28,679.8512,16362.66
1475,03-03-2023 10:00,1014,West,Bangalore,127,Clothing,Card,0.14,380.89,6,2285.34,319.9476,1816.71
1476,03-03-2023 11:00,1622,West,Chennai,216,Sports,NetBanking,0.11,,7,25343.64,2787.8004,22430.06
1477,03-03-2023 12:00,1668,East,Pune,469,Electronics,UPI,,1922.45,6,11534.7,1960.899,10203.37
1478,03-03-2023 13:00,1288,East,Bangalore,416,Sports,Card,0.21,1076.89,2,2153.78,452.2938,1411.77
1479,03-03-2023 14:00,1477,South,Pune,424,Sports,Card,0.21,2769.78,7,19388.46,4071.5766,15188.22
1480,03-03-2023 15:00,1230,West,Pune,213,Electronics,UPI,0.15,4871.42,8,38971.36,5845.704,33293.99
1481,03-03-2023 16:00,1922,East,Bangalore,174,Home,Card,0.14,3506.14,7,24542.98,3436.0172,21761.24
1482,03-03-2023 17:00,1419,West,Mumbai,301,Home,Cash,0.12,2509.56,4,10038.24,1204.5888,8743.34
1483,03-03-2023 18:00,1156,West,Bangalore,158,Clothing,Cash,0.26,3906.88,4,15627.52,4063.1552,11024.71
1484,03-03-2023 19:00,1549,East,Chennai,485,Home,Card,0.1,3713.63,5,18568.15,1856.815,16070.36
1485,03-03-2023 20:00,1440,South,Delhi,114,Sports,UPI,0.08,4469.5,9,40225.5,3218.04,37763.49
1486,03-03-2023 21:00,1096,East,Bangalore,330,Electronics,NetBanking,0.22,1102.88,5,5514.4,1213.168,3728.43
1487,03-03-2023 22:00,1996,East,Pune,204,Clothing,UPI,,4308.5,2,8617,947.87,7691.92
1488,03-03-2023 23:00,1410,West,Pune,264,Home,Cash,0.25,1575.03,5,7875.15,1968.7875,5452.59
1489,04-03-2023 00:00,1950,East,Bangalore,298,Sports,Card,0.1,4710.89,3,14132.67,1413.267,12482.79
1490,04-03-2023 01:00,1288,South,Delhi,453,Clothing,UPI,0.21,1477.22,8,11817.76,2481.7296,9141.55
1491,04-03-2023 02:00,1253,East,Bangalore,134,Electronics,NetBanking,0.01,4641.56,,9283.12,92.8312,8603.7
1492,04-03-2023 03:00,1195,South,Delhi,261,Home,NetBanking,0.12,,,19290.28,2314.8336,17341.16
1493,04-03-2023 04:00,1597,South,Delhi,344,Sports,NetBanking,0.1,812.91,,4064.55,406.455,3787.32
1494,04-03-2023 05:00,1833,West,Chennai,386,Electronics,NetBanking,0.25,4875.05,4,19500.2,4875.05,14497.04
1495,04-03-2023 06:00,1521,North,Pune,482,Sports,UPI,0.29,520.04,5,2600.2,754.058,1673.69
1496,04-03-2023 07:00,1516,North,Pune,118,Sports,NetBanking,0.14,1170.98,4,4683.92,655.7488,4354.72
1497,04-03-2023 08:00,1634,West,Delhi,379,Sports,Cash,0.25,2276.43,3,6829.29,1707.3225,5148.96
1498,04-03-2023 09:00,1841,East,Pune,439,Electronics,NetBanking,0.21,4968.63,1,4968.63,1043.4123,4550.92
1499,04-03-2023 10:00,1864,West,Mumbai,447,Clothing,Cash,0.29,,4,9975.84,2892.9936,6948.56
1500,04-03-2023 11:00,1117,South,Delhi,281,Sports,UPI,0.24,2797.01,9,25173.09,6041.5416,19259.22
1501,04-03-2023 12:00,1805,North,Pune,246,Clothing,Cash,0.02,3502.68,1,3502.68,70.0536,3063.2
1502,04-03-2023 13:00,1908,West,Mumbai,473,Clothing,UPI,0.21,4844.64,7,33912.48,7121.6208,106643.52
1503,04-03-2023 14:00,1158,East,Chennai,275,Home,NetBanking,0.16,3938.42,3,11815.26,1890.4416,10236.07
1504,04-03-2023 15:00,1814,West,Pune,262,Home,Card,0,1198.35,8,9586.8,0,9940.45
1505,04-03-2023 16:00,1227,North,Mumbai,274,Clothing,Cash,0.08,1584.66,6,9507.96,760.6368,9299.72
1506,04-03-2023 17:00,1876,West,Bangalore,146,Home,Cash,0.28,578.38,1,578.38,161.9464,549.95
